,Priority 1-6 (low - high),Status (messklar/on hold),Messort,Art,Hersteller,WEA-Typ,Projektnumber  (link to PowerBI PM Dashboard),Projectname,DNV PM,Auftragsdatum,Kunde,"Ansprechpartner Kunde (E-Mail, phone)",WEA X von Y,Ser.-Nr.,WP-Nr.:,HB,LK,BImschG,Modi Liste,Beschwerdelage ja/nein Bemerkungen,min. Wind speed needed,max. Wind speed needed,bevorz.  WR (falls bekannt),Landowner of  Turbine or Measurment area,Owner of neighbour turbines which have to be shut down,Gridoperator EisMan,sonst. Bemerkungen,Messung 1 Datum/ MA,Messung 3 Datum/ MA,Messung 3 Datum/ MA.1,Stand x = close,Link project folder Acoustics,Breitengrad,Längengrad,L2C/ Salesforce (Link)
133,,,WP Kuhla,SEN,Vestas,V136,10341069,SEN WP Kuhla (224787),PHISCH,2022-02-25,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 3 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341069_2022 V136 SEN WP Kuhla wpd (Margot Petersen_Jaenicke) ,,,224787
134,,,WP Kuhla,SEN,Vestas,V136,10341069,SEN WP Kuhla (224787),PHISCH,2022-02-25,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 4 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341069_2022 V136 SEN WP Kuhla wpd (Margot Petersen_Jaenicke) ,,,224787
135,,,Auras Süd,SET,Vestas,V150,10341214,SET Auras SüD Vestas (228960),ANNJO,2022-02-28,Vestas Wind Systems A/S,NCN,WEA 1 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341214_2022 V150 SET Auras Süd Vestas DK (NCN) ,,,228960
136,,,Auras Süd,SET,Vestas,V150,10341214,SET Auras SüD Vestas (228960),ANNJO,2022-02-28,Vestas Wind Systems A/S,NCN,WEA 2 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341214_2022 V150 SET Auras Süd Vestas DK (NCN) ,,,228960
137,,,Auras Süd,SET,Vestas,V150,10341214,SET Auras SüD Vestas (228960),ANNJO,2022-02-28,Vestas Wind Systems A/S,NCN,WEA 3 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341214_2022 V150 SET Auras Süd Vestas DK (NCN) ,,,228960
138,,,WP Wulkow,SEN,Vestas,V150,10341314,SEN WP Wulkow (228601),JOPRZ,2022-03-02,UGE Treplin GmbH & Co. KG Umweltgerechte Energie,Paul Radons,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341314_2022 V150 SEN WP Wulkow UKA (Paul Radons) ,,,228601
139,,,Barnstorf,SEN,Vestas,V112,10341535,SEN V112 V207383 Barnstorf (229070),JOPRZ,2022-03-02,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V207383,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341535_2022 V112 SEN Barnstorf Vestas D (Helge Schnehle) ,,,229070
140,,,DE,SEN,GE,,10341537,SEN GE in DE (224062),ANNJO,2022-03-02,GE Wind Energy GmbH,Christian Keil,WEA 1 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341537_2022  SEN DE GE Wind Energy GmbH (Christian Keil) ,,,224062
141,,,DE,SEN,GE,,10341537,SEN GE in DE (224062),ANNJO,2022-03-02,GE Wind Energy GmbH,Christian Keil,WEA 2 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341537_2022  SEN DE GE Wind Energy GmbH (Christian Keil) ,,,224062
142,,,DE,SEN,GE,,10341537,SEN GE in DE (224062),ANNJO,2022-03-02,GE Wind Energy GmbH,Christian Keil,WEA 3 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341537_2022  SEN DE GE Wind Energy GmbH (Christian Keil) ,,,224062
143,,,DE,SEN,GE,,10341537,SEN GE in DE (224062),ANNJO,2022-03-02,GE Wind Energy GmbH,Christian Keil,WEA 4 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341537_2022  SEN DE GE Wind Energy GmbH (Christian Keil) ,,,224062
144,,,WP Janneby,SET,Enercon,E115,10343432,SET E-115 Janneby (229422),RICFRE,2022-03-16,ENERCON GmbH,Tanja Stüttechen,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10343432_2022 E115 SET WP Janneby Enercon GmbH (Tanja Stüttechen) ,,,229422
145,,,Stelle-Wittenwurth,SEN,Enercon,E115,10344901,SEN WP Stelle-Wittenw (229828),ARNJEN,2022-03-18,WindPlan Witthohn & Frauen GmbH & Co. KG,,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10344901_2022 E115 SEN Stelle_Wittenwurth WindPlan () ,,,229828
146,,,WP Iselbek,SET,Enercon,E147 EP5 E2,10345272,SET EPS Iselbek (229482),ARNJEN,2022-03-23,ENERCON GmbH,Kristina Conrady,WEA 1 von 1,1470013,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10345272_2022 E147 EP5 E2 SET WP Iselbek Enercon GmbH (Kristina Conrady) ,,,229482
147,,,Salzgitter,SEN,Vestas,V136,10355430,SEN V136 Salzgitter (229014),JOPRZ,2022-04-01,Avacon Natur GmbH,Martin Sikorski,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10355430_2022 V136 SEN Salzgitter Avacon Natur GmbH (Martin Sikorski) ,,,229014
148,,,Obere Arlau,SET,Vestas,EVENTUS,10360086,SET Obere Arlau (232560),ULMR,2022-04-21,Vestas Wind Systems A/S,NCN,WEA 1 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360086_2022 EVENTUS SET Obere Arlau Vestas DK (NCN) ,,,232560
149,,,Obere Arlau,SET,Vestas,EVENTUS,10360086,SET Obere Arlau (232560),ULMR,2022-04-21,Vestas Wind Systems A/S,NCN,WEA 2 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360086_2022 EVENTUS SET Obere Arlau Vestas DK (NCN) ,,,232560
150,,,Obere Arlau,SET,Vestas,EVENTUS,10360086,SET Obere Arlau (232560),ULMR,2022-04-21,Vestas Wind Systems A/S,NCN,WEA 3 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360086_2022 EVENTUS SET Obere Arlau Vestas DK (NCN) ,,,232560
151,,,Obere Arlau,SET,Vestas,EVENTUS,10360086,SET Obere Arlau (232560),ULMR,2022-04-21,Vestas Wind Systems A/S,NCN,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360086_2022 EVENTUS SET Obere Arlau Vestas DK (NCN) ,,,232560
152,,,Obere Arlau,SET,Vestas,EVENTUS,10360086,SET Obere Arlau (232560),ULMR,2022-04-21,Vestas Wind Systems A/S,NCN,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360086_2022 EVENTUS SET Obere Arlau Vestas DK (NCN) ,,,232560
153,,,Ruhlsdorf,SET,Vestas,EVENTUS,10360284,SET Ruhlsdorf (232552),JOPRZ,2022-04-21,Vestas Wind Systems A/S,NCN,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360284_2022 EVENTUS SET Ruhlsdorf Vestas DK (NCN) ,,,232552
154,,,WP Huje,SEN,Enercon,E126 EP3,10360292,SEN 126 EP3 Huje (230997),ANNJO,2022-04-21,ENERCON GmbH,Ilona Heidenreich,WEA 1 von 2,1250255,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360292_2022 E126 EP3 SEN WP Huje Enercon GmbH (Ilona Heidenreich) ,,,230997
155,,,WP Huje,SEN,Enercon,E126 EP3,10360292,SEN 126 EP3 Huje (230997),ANNJO,2022-04-21,ENERCON GmbH,Ilona Heidenreich,WEA 2 von 2,1250257,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10360292_2022 E126 EP3 SEN WP Huje Enercon GmbH (Ilona Heidenreich) ,,,230997
156,,,Eichenhof,SEN,Enercon,E126,10362902,SEN WP Eichenhof E126 (229567),ULMR,2022-04-11,nttb GmbH,Jann Carstens,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10362902_2022 E126 SEN Eichenhof nttb (Jann Carstens) ,,,229567
157,,,Eichenhof,SEN,Enercon,E126,10362902,SEN WP Eichenhof E126 (229567),ULMR,2022-04-11,nttb GmbH,Jann Carstens,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10362902_2022 E126 SEN Eichenhof nttb (Jann Carstens) ,,,229567
158,,,WP Hoyerhagen,SEN,Enercon,E115,10362930,SEN Hoyershagen E-115 (232793),JOPRZ,2022-05-16,ENERCON GmbH,Sven Bigalke,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10362930_2022 E115 SEN WP Hoyerhagen Enercon GmbH (Sven Bigalke) ,,,232793
159,,,WP Hoyerhagen,SEN,Enercon,E115,10362930,SEN Hoyershagen E-115 (232793),JOPRZ,2022-05-16,ENERCON GmbH,Sven Bigalke,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10362930_2022 E115 SEN WP Hoyerhagen Enercon GmbH (Sven Bigalke) ,,,232793
160,,,WP Norderhamme Hollingstedt,SEN,Vestas,V150,10363104,SEN WP Nordhamme V150 (232607),ANNJO,2022-05-05,Windenergie Norderhamme GmbH & Co. KG,Simon Brälye,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10363104_2022 V150 SEN WP Norderhamme Hollingstedt WES Ibs (Simon Brälye) ,,,232607
161,,,WP Norderhamme Hollingstedt,SEN,Vestas,V150,10363104,SEN WP Nordhamme V150 (232607),ANNJO,2022-05-05,Windenergie Norderhamme GmbH & Co. KG,Simon Brälye,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10363104_2022 V150 SEN WP Norderhamme Hollingstedt WES Ibs (Simon Brälye) ,,,232607
162,,,Krumstedt,SEN,Enercon,E147,10363108,SEN Krumstedt 2xE147 (232777),ANNJO,2022-05-05,Windpark Krumstedter Viert GmbH & Co. KG,Simon Brälye,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10363108_2022 E147 SEN Krumstedt WES Ibs (Simon Brälye) ,,,232777
163,,,Krumstedt,SEN,Enercon,E147,10363108,SEN Krumstedt 2xE147 (232777),ANNJO,2022-05-05,Windpark Krumstedter Viert GmbH & Co. KG,Simon Brälye,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10363108_2022 E147 SEN Krumstedt WES Ibs (Simon Brälye) ,,,232777
164,,,WP Auras Süd,SEN,Vestas,V150,10363115,SEN Auras Süd V150 (230512),ANNJO,2022-05-13,UGE Schorbus Zwei GmbH & Co. KG Umweltgerechte Energie,Paul Radons,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10363115_2022 V150 SEN WP Auras Süd UGE Schorbus Zwei GmbH (Paul Radons) ,,,230512
165,,,Mühlenfließ,SEN,Enercon,E138 EP3 E2,10365134,SEN E-138 Mühlenf. (232943),ANNJO,2022-05-19,ENERTRAG SE,Jonas Armbröster,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365134_2022 E138 EP3 E2 SEN Mühlenfließ ENERTRAG AG (Jonas Armbröster) ,,,232943
166,,,Mühlenfließ,SEN,Enercon,E138 EP3 E2,10365134,SEN E-138 Mühlenf. (232943),ANNJO,2022-05-19,ENERTRAG SE,Jonas Armbröster,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365134_2022 E138 EP3 E2 SEN Mühlenfließ ENERTRAG AG (Jonas Armbröster) ,,,232943
167,,,Reußenköge,SEN,Vestas,V112,10365384,SEN V112 Reußenk. (234083),RICFRE,2022-06-01,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V214129,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365384_2022 V112 SEN Reußenköge Vestas DE (Helge Schnehle) ,,,234083
168,,,Schrepkow,SEN,GE,5.5-158 3.8-130,10365385,SEN GE Schrepkow (233520),IACRUZ,2022-06-01,GE Wind Energy GmbH,Björn Schierenbeck,WEA 1 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365385_2022 55_158 38_130 SEN Schrepkow GE Wind Energy (Björn Schierenbeck) ,,,233520
169,,,Schrepkow,SEN,GE,5.5-158 3.8-130,10365385,SEN GE Schrepkow (233520),IACRUZ,2022-06-01,GE Wind Energy GmbH,Björn Schierenbeck,WEA 2 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365385_2022 55_158 38_130 SEN Schrepkow GE Wind Energy (Björn Schierenbeck) ,,,233520
170,,,Schrepkow,SEN,GE,5.5-158 3.8-130,10365385,SEN GE Schrepkow (233520),IACRUZ,2022-06-01,GE Wind Energy GmbH,Björn Schierenbeck,WEA 3 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365385_2022 55_158 38_130 SEN Schrepkow GE Wind Energy (Björn Schierenbeck) ,,,233520
171,,,Schrepkow,SEN,GE,5.5-158 3.8-130,10365385,SEN GE Schrepkow (233520),IACRUZ,2022-06-01,GE Wind Energy GmbH,Björn Schierenbeck,WEA 4 von 4,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365385_2022 55_158 38_130 SEN Schrepkow GE Wind Energy (Björn Schierenbeck) ,,,233520
172,,,Seelow-Gusow,SEN,Vestas,V150 5.6,10365480,SEN V150 Seelow-Gusow (230518),IACRUZ,2022-05-31,UGE Gusow GmbH & Co. KG Umweltgerechte Energie,Paul Radons,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10365480_2022 V150 56 SEN Seelow_Gusow UGE (Paul Radons) ,,,230518
173,,,WP Sitten,SEN,Vestas,V150,10366612,SEN V150 WP Sitten (234266),FELPLA,2022-06-08,Windpark Sitten GmbH & Co. KG,Imke Odrich,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10366612_2022 V150 SEN WP Sitten Windpark Sitten GmbH (Imke Odrich) ,,,234266
174,,,WP Sitten,SEN,Vestas,V150,10366612,SEN V150 WP Sitten (234266),FELPLA,2022-06-08,Windpark Sitten GmbH & Co. KG,Imke Odrich,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10366612_2022 V150 SEN WP Sitten Windpark Sitten GmbH (Imke Odrich) ,,,234266
175,,,Goldelund,SEN,Enercon,E70,10367152,SEN E70 Goldelund (234247),RICFRE,2022-06-13,ENERCON GmbH,Julia Langner,WEA 1 von 1,784342,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10367152_2022 E70 SEN Goldelund Enercon GmbH (Julia Langner) ,,,234247
176,,,Beesenberg,SEN,Vestas,EVENTUS,10367726,SEN Vestas Eventus Beesenberg (234861),FELPLA,2022-06-21,Vestas Wind Systems A/S,NCN,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10367726_2022 EVENTUS SEN Beesenberg Vestas DK (NCN) ,,,234861
177,,,Mattheshöhe,SET,GE,GE 3.6-137,10367972,SET GE 3.6 Matthes. (234030),FELPLA,2022-06-23,GE Wind Energy GmbH,Julia Klitz,WEA 1 von 2,53209608,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10367972_2022 GE 36_137 SET Mattheshoehe GE Wind Energy GmbH (Julia Klitz) ,,,234030
178,,,Mattheshöhe,SET,GE,GE 3.6-137,10367972,SET GE 3.6 Matthes. (234030),FELPLA,2022-06-23,GE Wind Energy GmbH,Julia Klitz,WEA 2 von 2,53209609,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10367972_2022 GE 36_137 SET Mattheshoehe GE Wind Energy GmbH (Julia Klitz) ,,,234030
179,,,Heiligengrabe,SEN,Enercon,E103,10369063,SEN Heiligengrabe (234690),IACRUZ,2022-06-28,ENERCON GmbH,Mirko Martens,WEA 1 von 1,ZB01,,Nein,Nein,Ja,103,,5.0,15.0,E,,,,,,,,Approved,file:///C:\_Projects\10369063_2022 E103 SEN Heiligengrabe Mirko Martens (Mirko Martens) ,,,234690
180,,,Hüllerupfeld,SEN,Enercon,E115,10369699,SEN Hüllerupfeld (235166),ULMR,1905-07-14,Windpark Hüllerup-Feld UG (haftungsbeschränkt) & Co. KG,Thurid,WEA 1 von 1,,,Nein,Nein,Nein,n,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10369699_2022 E115 SEN Hüllerupfeld Thurid (Thurid) ,,,235166
181,,,Mühlenberg,SEN,Enercon,N117,10369703,SEN N117 WP Mühlenberg III NTTB (235165),ULMR,2022-06-28,Windpark Mühlenberg GmbH & Co. KG,Thurid,WEA 1 von 1,,,Nein,Nein,Nein,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10369703_2022 N117 SEN Mühlenberg NTTB (Thurid) ,,,235165
182,,,WP Neuenkirchen,SEN,Enercon,E126,10371136,SEN E126 WP Neuenk. (235801),ANNJO,2022-07-21,Bürgerwindpark Neuenkirchen UG (haftungsbeschränkt) & Co. KG,Simon Brälye,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10371136_2022 E126 SEN WP Neuenkirchen BWP Neuenkirchen (Simon Brälye) ,,,235801
183,,,WP Ottenbüttel,LZM,,,10371503,LZM Ottenbüttel (230357),ULFKOC,2022-07-22,PROKON Regenerative Energien eG,Christian Weiß,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10371503_2022  LZM WP Ottenbüttel PROKON (Christian Weiß) ,,,230357
184,,,Südermarsch,SEN,Enercon,E115,10371874,SEN Südermarsch II (235210),FELPLA,2022-07-28,Bürgerwind Südermarsch II GmbH & Co. KG,Thurid Kuhk,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10371874_2022 E115 SEN Südermarsch nttb (Thurid Kuhk) ,,,235210
185,,,Südermarsch,SEN,Enercon,E115,10371874,SEN Südermarsch II (235210),FELPLA,2022-07-28,Bürgerwind Südermarsch II GmbH & Co. KG,Thurid Kuhk,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10371874_2022 E115 SEN Südermarsch nttb (Thurid Kuhk) ,,,235210
186,,,WP Trennewurth,SEN,Senvion,MM82,10372412,SEN MM82 Trennewurth (236516),ARNJEN,2022-08-01,Trennewurth Warftwind GmbH & Co. KG,Eric Breuer,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10372412_2022 MM82 SEN WP Trennewurth Umwelt Management AG (Eric Breuer) ,,,236516
187,,,Lasbek Barkhorst,SEN,Vestas,V126,10372421,SEN Lasbek 236506 (236506),FELPLA,2022-08-04,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V231228,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10372421_2022 V126 SEN Lasbek Barkhorst Vestas D (Helge Schnehle) ,,,236506
188,,,Fri.Ko.,SEN,Enercon,E115,10373627,SEN Friedrichskoog (236826),ARNJEN,2022-08-11,WES IBS Betriebsführungs- und Verwaltungs GmbH,Jan Heckens,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10373627_2022 E115 SEN FriKo WES Ibs (Jan Heckens) ,,,236826
189,,,Wölsickendorf,SEN,GE,5.3-158,10373629,SEN GE Wölsickendorf (236767),IACRUZ,2022-08-10,GE Wind Energy GmbH,Björn Schierenbeck,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10373629_2022 53_158 SEN Wölsickendorf GE (Björn Schierenbeck) ,,,236767
190,,,Wölsickendorf,SEN,GE,5.3-158,10373629,SEN GE Wölsickendorf (236767),IACRUZ,2022-08-10,GE Wind Energy GmbH,Björn Schierenbeck,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10373629_2022 53_158 SEN Wölsickendorf GE (Björn Schierenbeck) ,,,236767
191,,,WP Schrepkow,SEN,GE,5.5-158,10375081,SEN WP Schrepkow Green Wind (234679),IACRUZ,2022-08-18,Green Wind Energy GmbH,Maximilian Horn,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375081_2022 55_158 SEN WP Schrepkow Green Wind Energy (Maximilian Horn) ,,,234679
192,,,WP Schrepkow,SEN,GE,5.5-158,10375081,SEN WP Schrepkow Green Wind (234679),IACRUZ,2022-08-18,Green Wind Energy GmbH,Maximilian Horn,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375081_2022 55_158 SEN WP Schrepkow Green Wind Energy (Maximilian Horn) ,,,234679
193,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 1 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
194,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 2 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
195,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 3 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
196,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 4 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
197,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 5 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
198,,,Vouillon,SET,Vestas,V126-3.45,10377290,SET 2 V126 France (234655),FELPLA,2022-08-31,Vestas France S.A.S.,Andres Alfonso Lopez Lozada,WEA 1 von 2,V223247,,Ja,Ja,Nein,SO11,,5.0,15.0,E,,,,4 verschiedene Settings + Baseline,,,,Approved,file:///A:\___Projekte\10377290_2022 V126_345 SET Vouillon Vestas France (Andres Alfonso Lopez Lozada) ,,,234655
199,,,Vouillon,SET,Vestas,V126-3.45,10377290,SET 2 V126 France (234655),FELPLA,2022-08-31,Vestas France S.A.S.,Andres Alfonso Lopez Lozada,WEA 2 von 2,V223252,,Ja,Ja,Nein,SO11,,5.0,15.0,E,,,,4 verschiedene Settings + Baseline,,,,Approved,file:///A:\___Projekte\10377290_2022 V126_345 SET Vouillon Vestas France (Andres Alfonso Lopez Lozada) ,,,234655
200,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 1 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
201,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 2 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
